Date,Close
2018-04-16,164.830002
2018-04-17,168.660004
2018-04-18,166.360001
2018-04-19,168.100006
2018-04-20,166.279999
2018-04-23,165.839996
2018-04-24,159.690002
2018-04-25,159.690002
2018-04-26,174.160004
2018-04-27,173.589996
2018-04-30,172
2018-05-01,173.860001
2018-05-02,176.070007
2018-05-03,174.020004
2018-05-04,176.610001
2018-05-07,177.970001
2018-05-08,178.919998
2018-05-09,182.660004
2018-05-10,185.529999
2018-05-11,186.990005
2018-05-14,186.639999
2018-05-15,184.320007
2018-05-16,183.199997
2018-05-17,183.759995
2018-05-18,182.679993
2018-05-21,184.490005
2018-05-22,183.800003
2018-05-23,186.899994
2018-05-24,185.929993
2018-05-25,184.919998
2018-05-29,185.740005
2018-05-30,187.669998
2018-05-31,191.779999
2018-06-01,193.990005
2018-06-04,193.279999
2018-06-05,192.940002
2018-06-06,191.339996
2018-06-07,188.179993
2018-06-08,189.100006
2018-06-11,191.539993
2018-06-12,192.399994
2018-06-13,192.410004
2018-06-14,196.809998
2018-06-15,195.850006
2018-06-18,198.309998
2018-06-19,197.490005
2018-06-20,202
2018-06-21,201.5
2018-06-22,201.740005
2018-06-25,196.350006
2018-06-26,199
2018-06-27,195.839996
2018-06-28,196.229996
2018-06-29,194.320007
2018-07-02,197.360001
2018-07-03,192.729996
2018-07-05,198.449997
2018-07-06,203.229996
2018-07-09,204.740005
2018-07-10,203.539993
2018-07-11,202.539993
2018-07-12,206.919998
2018-07-13,207.320007
2018-07-16,207.229996
2018-07-17,209.990005
2018-07-18,209.360001
2018-07-19,208.089996
2018-07-20,209.940002
2018-07-23,210.910004
2018-07-24,214.669998
2018-07-25,217.5
2018-07-26,176.259995
2018-07-27,174.889999
2018-07-30,171.059998
2018-07-31,172.580002
2018-08-01,171.649994
2018-08-02,176.369995
2018-08-03,177.779999
2018-08-06,185.690002
2018-08-07,183.809998
2018-08-08,185.179993
2018-08-09,183.089996
2018-08-10,180.259995
2018-08-13,180.050003
2018-08-14,181.110001
2018-08-15,179.529999
2018-08-16,174.699997
2018-08-17,173.800003
2018-08-20,172.5
2018-08-21,172.619995
2018-08-22,173.639999
2018-08-23,172.899994
2018-08-24,174.649994
2018-08-27,177.460007
2018-08-28,176.259995
2018-08-29,175.899994
2018-08-30,177.639999
2018-08-31,175.729996
2018-09-04,171.160004
2018-09-05,167.179993
2018-09-06,162.529999
2018-09-07,163.039993
2018-09-10,164.179993
2018-09-11,165.940002
2018-09-12,162
2018-09-13,161.360001
2018-09-14,162.320007
2018-09-17,160.580002
2018-09-18,160.300003
2018-09-19,163.059998
2018-09-20,166.020004
2018-09-21,162.929993
2018-09-24,165.410004
2018-09-25,164.910004
2018-09-26,166.949997
2018-09-27,168.839996
2018-09-28,164.460007
2018-10-01,162.440002
2018-10-02,159.330002
2018-10-03,162.429993
2018-10-04,158.850006
2018-10-05,157.330002
2018-10-08,157.25
2018-10-09,157.899994
2018-10-10,151.380005
2018-10-11,153.350006
2018-10-12,153.740005
2018-10-15,153.520004
2018-10-16,158.779999
2018-10-17,159.419998
2018-10-18,154.919998
2018-10-19,154.050003
2018-10-22,154.779999
2018-10-23,154.389999
2018-10-24,146.039993
2018-10-25,150.949997
2018-10-26,145.369995
2018-10-29,142.089996
2018-10-30,146.220001
2018-10-31,151.789993
2018-11-01,151.75
2018-11-02,150.350006
2018-11-05,148.679993
2018-11-06,149.940002
2018-11-07,151.529999
2018-11-08,147.869995
2018-11-09,144.960007
2018-11-12,141.550003
2018-11-13,142.160004
2018-11-14,144.220001
2018-11-15,143.850006
2018-11-16,139.529999
2018-11-19,131.550003
2018-11-20,132.429993
2018-11-21,134.820007
2018-11-23,131.729996
2018-11-26,136.380005
2018-11-27,135
2018-11-28,136.759995
2018-11-29,138.679993
2018-11-30,140.610001
2018-12-03,141.089996
2018-12-04,137.929993
2018-12-06,139.630005
2018-12-07,137.419998
2018-12-10,141.850006
2018-12-11,142.080002
2018-12-12,144.5
2018-12-13,145.009995
2018-12-14,144.059998
2018-12-17,140.190002
2018-12-18,143.660004
2018-12-19,133.240005
2018-12-20,133.399994
2018-12-21,124.949997
2018-12-24,124.059998
2018-12-26,134.179993
2018-12-27,134.520004
2018-12-28,133.199997
2018-12-31,131.089996
2019-01-02,135.679993
2019-01-03,131.740005
2019-01-04,137.949997
2019-01-07,138.050003
2019-01-08,142.529999
2019-01-09,144.229996
2019-01-10,144.199997
2019-01-11,143.800003
2019-01-14,145.389999
2019-01-15,148.949997
2019-01-16,147.539993
2019-01-17,148.300003
2019-01-18,150.039993
2019-01-22,147.570007
2019-01-23,144.300003
2019-01-24,145.830002
2019-01-25,149.009995
2019-01-28,147.470001
2019-01-29,144.190002
2019-01-30,150.419998
2019-01-31,166.690002
2019-02-01,165.710007
2019-02-04,169.25
2019-02-05,171.160004
2019-02-06,170.490005
2019-02-07,166.380005
2019-02-08,167.330002
2019-02-11,165.789993
2019-02-12,165.039993
2019-02-13,164.070007
2019-02-14,163.949997
2019-02-15,162.5
2019-02-19,162.289993
2019-02-20,162.559998
2019-02-21,160.039993
2019-02-22,161.889999
2019-02-25,164.619995
2019-02-26,164.130005
2019-02-27,162.809998
2019-02-28,161.449997
2019-03-01,162.279999
2019-03-04,167.369995
2019-03-05,171.259995
2019-03-06,172.509995
2019-03-07,169.130005
2019-03-08,169.600006
2019-03-11,172.070007
2019-03-12,171.919998
2019-03-13,173.369995
2019-03-14,170.169998
2019-03-15,165.979996
2019-03-18,160.470001
2019-03-19,161.570007
2019-03-20,165.440002
2019-03-21,166.080002
2019-03-22,164.339996
2019-03-25,166.289993
2019-03-26,167.679993
2019-03-27,165.869995
2019-03-28,165.550003
2019-03-29,166.690002
2019-04-01,168.699997
2019-04-02,174.199997
2019-04-03,173.539993
2019-04-04,176.020004
2019-04-05,175.720001
2019-04-08,174.929993
2019-04-09,177.580002
2019-04-10,177.820007
2019-04-11,177.509995
2019-04-12,179.100006
2019-04-15,179.649994
2019-04-16,178.869995
2019-04-17,178.779999
2019-04-18,178.279999
2019-04-22,181.440002
2019-04-23,183.779999
2019-04-24,182.580002
2019-04-25,193.259995
2019-04-26,191.490005
2019-04-29,194.779999
2019-04-30,193.399994
2019-05-01,193.029999
2019-05-02,192.529999
2019-05-03,195.470001
2019-05-06,193.880005
2019-05-07,189.770004
2019-05-08,189.539993
2019-05-09,188.649994
2019-05-10,188.339996
2019-05-13,181.539993
2019-05-14,180.729996
2019-05-15,186.270004
2019-05-16,186.990005
2019-05-17,185.300003
2019-05-20,182.720001
2019-05-21,184.820007
2019-05-22,185.320007
2019-05-23,180.869995
2019-05-24,181.059998
2019-05-28,184.309998
2019-05-29,182.190002
2019-05-30,183.009995
2019-05-31,177.470001
2019-06-03,164.149994
2019-06-04,167.5
2019-06-05,168.169998
2019-06-06,168.330002
2019-06-07,173.350006
2019-06-10,174.820007
2019-06-11,178.100006
2019-06-12,175.039993
2019-06-13,177.470001
2019-06-14,181.330002
2019-06-17,189.009995
2019-06-18,188.470001
2019-06-19,187.479996
2019-06-20,189.529999
2019-06-21,191.139999
2019-06-24,192.600006
2019-06-25,188.839996
2019-06-26,187.660004
2019-06-27,189.5
2019-06-28,193
2019-07-01,193
2019-07-02,195
2019-07-03,197.199997
2019-07-05,196.399994
2019-07-08,195.759995
2019-07-09,199.210007
2019-07-10,202.729996
2019-07-11,201.229996
2019-07-12,204.869995
2019-07-15,203.910004
2019-07-16,203.839996
2019-07-17,201.800003
2019-07-18,200.779999
2019-07-19,198.360001
2019-07-22,202.320007
2019-07-23,202.360001
2019-07-24,204.660004
2019-07-25,200.710007
2019-07-26,199.75
2019-07-29,195.940002
2019-07-30,197.039993
2019-07-31,194.229996
2019-08-01,192.729996
2019-08-02,189.020004
2019-08-05,181.729996
2019-08-06,184.509995
2019-08-07,185.149994
2019-08-08,190.160004
2019-08-09,187.850006
2019-08-12,185.369995
2019-08-13,188.449997
2019-08-14,179.710007
2019-08-15,182.589996
2019-08-16,183.699997
2019-08-19,186.169998
2019-08-20,183.809998
2019-08-21,183.550003
2019-08-22,182.039993
2019-08-23,177.75
2019-08-26,180.360001
2019-08-27,181.300003
2019-08-28,181.759995
2019-08-29,185.570007
2019-08-30,185.669998
2019-09-03,182.389999
2019-09-04,187.139999
2019-09-05,190.899994
2019-09-06,187.490005
2019-09-09,188.759995
2019-09-10,186.169998
2019-09-11,188.490005
2019-09-12,187.470001
2019-09-13,187.190002
2019-09-16,186.220001
2019-09-17,188.080002
2019-09-18,188.139999
2019-09-19,190.139999
2019-09-20,189.929993
2019-09-23,186.820007
2019-09-24,181.279999
2019-09-25,182.800003
2019-09-26,180.110001
2019-09-27,177.100006
2019-09-30,178.080002
2019-10-01,175.809998
