Date,Close
2014-12-09,76.839996
2014-12-10,76.18
2014-12-11,77.730003
2014-12-12,77.830002
2014-12-15,76.989998
2014-12-16,74.690002
2014-12-17,76.110001
2014-12-18,78.400002
2014-12-19,79.879997
2014-12-22,81.449997
2014-12-23,80.610001
2014-12-24,80.769997
2014-12-26,80.779999
2014-12-29,80.019997
2014-12-30,79.220001
2014-12-31,78.019997
2015-01-02,78.449997
2015-01-05,77.190002
2015-01-06,76.150002
2015-01-07,76.150002
2015-01-08,78.18
2015-01-09,77.739998
2015-01-12,76.720001
2015-01-13,76.449997
2015-01-14,76.279999
2015-01-15,74.050003
2015-01-16,75.18
2015-01-20,76.239998
2015-01-21,76.739998
2015-01-22,77.650002
2015-01-23,77.830002
2015-01-26,77.5
2015-01-27,75.779999
2015-01-28,76.239998
2015-01-29,78
2015-01-30,75.910004
2015-02-02,74.989998
2015-02-03,75.400002
2015-02-04,75.629997
2015-02-05,75.610001
2015-02-06,74.470001
2015-02-09,74.440002
2015-02-10,75.190002
2015-02-11,76.510002
2015-02-12,76.230003
2015-02-13,75.739998
2015-02-17,75.599998
2015-02-18,76.709999
2015-02-19,79.419998
2015-02-20,79.900002
2015-02-23,78.839996
2015-02-24,78.449997
2015-02-25,79.559998
2015-02-26,80.410004
2015-02-27,78.970001
2015-03-02,79.75
2015-03-03,79.599998
2015-03-04,80.900002
2015-03-05,81.209999
2015-03-06,80.010002
2015-03-09,79.440002
2015-03-10,77.550003
2015-03-11,77.57
2015-03-12,78.93
2015-03-13,78.050003
2015-03-16,78.07
2015-03-17,79.360001
2015-03-18,80.910004
2015-03-19,82.75
2015-03-20,83.800003
2015-03-23,84.43
2015-03-24,85.309998
2015-03-25,82.919998
2015-03-26,83.010002
2015-03-27,83.300003
2015-03-30,83.199997
2015-03-31,82.220001
2015-04-01,81.669998
2015-04-02,81.559998
2015-04-06,82.440002
2015-04-07,82.32
2015-04-08,82.279999
2015-04-09,82.169998
2015-04-10,82.040001
2015-04-13,83.010002
2015-04-14,83.519997
2015-04-15,82.709999
2015-04-16,82.309998
2015-04-17,80.779999
2015-04-20,83.089996
2015-04-21,83.620003
2015-04-22,84.629997
2015-04-23,82.410004
2015-04-24,81.529999
2015-04-27,81.910004
2015-04-28,80.68
2015-04-29,80.470001
2015-04-30,78.769997
2015-05-01,78.989998
2015-05-04,78.809998
2015-05-05,77.559998
2015-05-06,78.099998
2015-05-07,78.43
2015-05-08,78.510002
2015-05-11,78.010002
2015-05-12,77.459999
2015-05-13,78.440002
2015-05-14,81.370003
2015-05-15,80.419998
2015-05-18,80.879997
2015-05-19,80.629997
2015-05-20,80.550003
2015-05-21,80.480003
2015-05-22,80.540001
2015-05-26,79.330002
2015-05-27,80.550003
2015-05-28,80.150002
2015-05-29,79.190002
2015-06-01,80.290001
2015-06-02,80.440002
2015-06-03,82.440002
2015-06-04,82.050003
2015-06-05,82.139999
2015-06-08,80.669998
2015-06-09,80.669998
2015-06-10,82.160004
2015-06-11,81.830002
2015-06-12,81.529999
2015-06-15,80.709999
2015-06-16,81.059998
2015-06-17,81.790001
2015-06-18,82.910004
2015-06-19,82.510002
2015-06-22,84.739998
2015-06-23,87.879997
2015-06-24,88.860001
2015-06-25,87.980003
2015-06-26,88.010002
2015-06-29,85.800003
2015-06-30,85.769997
2015-07-01,86.910004
2015-07-02,87.290001
2015-07-06,87.550003
2015-07-07,87.220001
2015-07-08,85.650002
2015-07-09,85.879997
2015-07-10,87.949997
2015-07-13,90.099998
2015-07-14,89.68
2015-07-15,89.760002
2015-07-16,90.849998
2015-07-17,94.970001
2015-07-20,97.910004
2015-07-21,98.389999
2015-07-22,97.040001
2015-07-23,95.440002
2015-07-24,96.949997
2015-07-27,94.169998
2015-07-28,95.290001
2015-07-29,96.989998
2015-07-30,95.209999
2015-07-31,94.010002
2015-08-03,94.139999
2015-08-04,94.059998
2015-08-05,96.440002
2015-08-06,95.120003
2015-08-07,94.300003
2015-08-10,94.150002
2015-08-11,93.620003
2015-08-12,94.190002
2015-08-13,93.43
2015-08-14,94.419998
2015-08-17,93.93
2015-08-18,95.169998
2015-08-19,95.309998
2015-08-20,90.559998
2015-08-21,86.059998
2015-08-24,82.089996
2015-08-25,83
2015-08-26,87.190002
2015-08-27,89.730003
2015-08-28,91.010002
2015-08-31,89.43
2015-09-01,87.230003
2015-09-02,89.889999
2015-09-03,88.150002
2015-09-04,88.260002
2015-09-08,89.529999
2015-09-09,90.440002
2015-09-10,91.980003
2015-09-11,92.050003
2015-09-14,92.309998
2015-09-15,92.900002
2015-09-16,93.449997
2015-09-17,94.339996
2015-09-18,94.400002
2015-09-21,95.550003
2015-09-22,92.959999
2015-09-23,93.970001
2015-09-24,94.410004
2015-09-25,92.769997
2015-09-28,89.209999
2015-09-29,86.669998
2015-09-30,89.900002
2015-10-01,90.949997
2015-10-02,92.07
2015-10-05,94.010002
2015-10-06,92.800003
2015-10-07,92.400002
2015-10-08,92.470001
2015-10-09,93.239998
2015-10-12,94.260002
2015-10-13,94.120003
2015-10-14,94.07
2015-10-15,95.959999
2015-10-16,97.540001
2015-10-19,98.470001
2015-10-20,97
2015-10-21,97.110001
2015-10-22,99.669998
2015-10-23,102.190002
2015-10-26,103.769997
2015-10-27,103.699997
2015-10-28,104.199997
2015-10-29,104.879997
2015-10-30,101.970001
2015-11-02,103.309998
2015-11-03,102.580002
2015-11-04,103.940002
2015-11-05,108.760002
2015-11-06,107.099998
2015-11-09,106.489998
2015-11-10,107.910004
2015-11-11,109.010002
2015-11-12,108.019997
2015-11-13,103.949997
2015-11-16,104.040001
2015-11-17,105.129997
2015-11-18,107.769997
2015-11-19,106.260002
2015-11-20,107.32
2015-11-23,106.949997
2015-11-24,105.739998
2015-11-25,105.410004
2015-11-27,105.449997
2015-11-30,104.239998
2015-12-01,107.120003
2015-12-02,106.07
2015-12-03,104.379997
2015-12-04,106.18
2015-12-07,105.610001
2015-12-08,106.489998
2015-12-09,104.599998
2015-12-10,105.419998
2015-12-11,102.120003
2015-12-14,104.660004
2015-12-15,104.550003
2015-12-16,106.790001
2015-12-17,106.220001
2015-12-18,104.040001
2015-12-21,104.769997
2015-12-22,105.510002
2015-12-23,104.629997
2015-12-24,105.019997
2015-12-28,105.93
2015-12-29,107.260002
2015-12-30,106.220001
2015-12-31,104.660004
2016-01-04,102.220001
2016-01-05,102.730003
2016-01-06,102.970001
2016-01-07,97.919998
2016-01-08,97.330002
2016-01-11,97.510002
2016-01-12,99.370003
2016-01-13,95.440002
2016-01-14,98.370003
2016-01-15,94.970001
2016-01-19,95.260002
2016-01-20,94.349998
2016-01-21,94.160004
2016-01-22,97.940002
2016-01-25,97.010002
2016-01-26,97.339996
2016-01-27,94.449997
2016-01-28,109.110001
2016-01-29,112.209999
2016-02-01,115.089996
2016-02-02,114.610001
2016-02-03,112.690002
2016-02-04,110.489998
2016-02-05,104.07
2016-02-08,99.75
2016-02-09,99.540001
2016-02-10,101
2016-02-11,101.910004
2016-02-12,102.010002
2016-02-16,101.610001
2016-02-17,105.199997
2016-02-18,103.470001
2016-02-19,104.57
2016-02-22,107.160004
2016-02-23,105.459999
2016-02-24,106.879997
2016-02-25,108.07
2016-02-26,107.919998
2016-02-29,106.919998
2016-03-01,109.82
2016-03-02,109.949997
2016-03-03,109.580002
2016-03-04,108.389999
2016-03-07,105.730003
2016-03-08,105.93
2016-03-09,107.510002
2016-03-10,107.32
2016-03-11,109.410004
2016-03-14,109.889999
2016-03-15,110.669998
2016-03-16,112.18
2016-03-17,111.019997
2016-03-18,111.449997
2016-03-21,111.849998
2016-03-22,112.25
2016-03-23,112.540001
2016-03-24,113.050003
2016-03-28,113.690002
2016-03-29,116.139999
2016-03-30,114.699997
2016-03-31,114.099998
2016-04-01,116.059998
2016-04-04,112.550003
2016-04-05,112.220001
2016-04-06,113.709999
2016-04-07,113.639999
2016-04-08,110.629997
2016-04-11,108.989998
2016-04-12,110.610001
2016-04-13,110.510002
2016-04-14,110.839996
2016-04-15,109.639999
2016-04-18,110.449997
2016-04-19,112.290001
2016-04-20,112.419998
2016-04-21,113.440002
2016-04-22,110.559998
2016-04-25,110.099998
2016-04-26,108.760002
2016-04-27,108.889999
2016-04-28,116.730003
2016-04-29,117.580002
2016-05-02,118.57
2016-05-03,117.43
2016-05-04,118.059998
2016-05-05,117.809998
2016-05-06,119.489998
2016-05-09,119.239998
2016-05-10,120.5
2016-05-11,119.519997
2016-05-12,120.279999
2016-05-13,119.809998
2016-05-16,118.669998
2016-05-17,117.349998
2016-05-18,117.650002
2016-05-19,116.809998
2016-05-20,117.349998
2016-05-23,115.970001
2016-05-24,117.699997
2016-05-25,117.889999
2016-05-26,119.470001
2016-05-27,119.379997
2016-05-31,118.809998
2016-06-01,118.779999
2016-06-02,118.93
2016-06-03,118.470001
2016-06-06,118.790001
2016-06-07,117.760002
2016-06-08,118.389999
2016-06-09,118.559998
2016-06-10,116.620003
2016-06-13,113.949997
2016-06-14,114.940002
2016-06-15,114.599998
2016-06-16,114.389999
2016-06-17,113.019997
2016-06-20,113.370003
2016-06-21,114.379997
2016-06-22,113.910004
2016-06-23,115.080002
2016-06-24,112.080002
2016-06-27,108.970001
2016-06-28,112.699997
2016-06-29,114.160004
2016-06-30,114.279999
2016-07-01,114.190002
2016-07-05,114.199997
2016-07-06,116.699997
2016-07-07,115.849998
2016-07-08,117.239998
2016-07-11,117.870003
2016-07-12,117.93
2016-07-13,116.779999
2016-07-14,117.290001
2016-07-15,116.860001
2016-07-18,119.370003
2016-07-19,120.610001
2016-07-20,121.919998
2016-07-21,120.610001
2016-07-22,121
2016-07-25,121.629997
2016-07-26,121.220001
2016-07-27,123.339996
2016-07-28,125
2016-07-29,123.940002
2016-08-01,124.309998
2016-08-02,123.089996
2016-08-03,122.510002
2016-08-04,124.360001
2016-08-05,125.150002
2016-08-08,125.260002
2016-08-09,125.059998
2016-08-10,124.879997
2016-08-11,124.900002
2016-08-12,124.879997
2016-08-15,123.900002
2016-08-16,123.300003
2016-08-17,124.370003
2016-08-18,123.910004
2016-08-19,123.559998
2016-08-22,124.150002
2016-08-23,124.370003
2016-08-24,123.480003
2016-08-25,123.889999
2016-08-26,124.959999
2016-08-29,126.540001
2016-08-30,125.839996
2016-08-31,126.120003
2016-09-01,126.169998
2016-09-02,126.510002
2016-09-06,129.729996
2016-09-07,131.050003
2016-09-08,130.270004
2016-09-09,127.099998
2016-09-12,128.690002
2016-09-13,127.209999
2016-09-14,127.769997
2016-09-15,128.350006
2016-09-16,129.070007
2016-09-19,128.649994
2016-09-20,128.639999
